Dept,MarkDown5,MarkDown1,Fuel_Price,MarkDown4,MarkDown3,Store,CPI,Temperature,IsHoliday,Size,Type,Unemployment,MarkDown2,Date
91,5507.25,14357.07,3.63,8820.75,89.85,13,130.7196333,79.23,False,219622,A,5.765,337.7,2012-07-06
92,5507.25,14357.07,3.63,8820.75,89.85,13,130.7196333,79.23,False,219622,A,5.765,337.7,2012-07-06
93,5507.25,14357.07,3.63,8820.75,89.85,13,130.7196333,79.23,False,219622,A,5.765,337.7,2012-07-06
94,5507.25,14357.07,3.63,8820.75,89.85,13,130.7196333,79.23,False,219622,A,5.765,337.7,2012-07-06
95,5507.25,14357.07,3.63,8820.75,89.85,13,130.7196333,79.23,False,219622,A,5.765,337.7,2012-07-06
96,5507.25,14357.07,3.63,8820.75,89.85,13,130.7196333,79.23,False,219622,A,5.765,337.7,2012-07-06
97,5507.25,14357.07,3.63,8820.75,89.85,13,130.7196333,79.23,False,219622,A,5.765,337.7,2012-07-06
98,5507.25,14357.07,3.63,8820.75,89.85,13,130.7196333,79.23,False,219622,A,5.765,337.7,2012-07-06
99,5507.25,14357.07,3.63,8820.75,89.85,13,130.7196333,79.23,False,219622,A,5.765,337.7,2012-07-06
1,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
2,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
3,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
4,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
5,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
6,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
7,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
8,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
9,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
10,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
11,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
12,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
13,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
14,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
16,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
17,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
18,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
19,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
20,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
21,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
22,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
23,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
24,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
25,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
26,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
27,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
28,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
29,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
30,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
31,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
32,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
33,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
34,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
35,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
36,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
37,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
38,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
40,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
41,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
42,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
44,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
45,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
46,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
48,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
49,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
50,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
52,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
54,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
55,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
56,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
58,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
59,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
60,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
67,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
71,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
72,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
74,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
79,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
80,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
81,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
82,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
83,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
85,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
87,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
90,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
91,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
92,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
93,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
94,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
95,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
96,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
97,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
98,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
99,4225.77,6330.74,3.595,4033.74,1.17,13,130.683,83.68,False,219622,A,5.765,220.42,2012-07-13
1,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
2,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
3,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
4,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
5,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
6,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
7,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
8,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
9,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
10,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
11,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
12,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
13,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
14,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
16,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
17,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
19,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
20,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
21,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
22,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
23,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
24,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
25,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
26,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
27,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
28,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
29,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
30,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
31,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
32,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
33,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
34,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
35,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
36,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
37,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
38,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
40,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
41,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
42,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
44,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
46,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
49,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
50,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
52,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
54,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
55,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
56,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
58,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
59,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
60,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
67,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
71,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
72,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
74,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
79,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
80,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
81,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
82,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
83,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
85,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
87,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
90,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
91,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
92,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
93,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
94,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
95,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
96,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
97,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
98,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
99,6675.69,6060.59,3.556,1518.75,35.23,13,130.7012903,75.69,False,219622,A,5.765,133.34,2012-07-20
1,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
2,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
3,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
4,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
5,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
6,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
7,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
8,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
9,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
10,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
11,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
12,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
13,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
14,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
16,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
17,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
19,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
20,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
21,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
22,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
23,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
24,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
25,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
26,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
27,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
28,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
29,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
30,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
31,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
32,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
33,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
34,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
35,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
36,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
37,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
38,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
40,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
41,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
42,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
44,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
46,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
48,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
49,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
50,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
52,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
54,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
55,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
56,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
58,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
59,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
60,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
67,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
71,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
72,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
74,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
79,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
80,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
81,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
82,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
83,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
85,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
87,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
90,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
91,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
92,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
93,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
94,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
95,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
96,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
97,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
98,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
99,6650.26,6699.6,3.537,8723.87,5.2,13,130.7195806,80.42,False,219622,A,5.765,96.56,2012-07-27
1,7765.27,48280.91,3.512,13485.99,98.64,13,130.737871,81.99,False,219622,A,5.765,73.92,2012-08-03
2,7765.27,48280.91,3.512,13485.99,98.64,13,130.737871,81.99,False,219622,A,5.765,73.92,2012-08-03
3,7765.27,48280.91,3.512,13485.99,98.64,13,130.737871,81.99,False,219622,A,5.765,73.92,2012-08-03
4,7765.27,48280.91,3.512,13485.99,98.64,13,130.737871,81.99,False,219622,A,5.765,73.92,2012-08-03
5,7765.27,48280.91,3.512,13485.99,98.64,13,130.737871,81.99,False,219622,A,5.765,73.92,2012-08-03
6,7765.27,48280.91,3.512,13485.99,98.64,13,130.737871,81.99,False,219622,A,5.765,73.92,2012-08-03
7,7765.27,48280.91,3.512,13485.99,98.64,13,130.737871,81.99,False,219622,A,5.765,73.92,2012-08-03
8,7765.27,48280.91,3.512,13485.99,98.64,13,130.737871,81.99,False,219622,A,5.765,73.92,2012-08-03
9,7765.27,48280.91,3.512,13485.99,98.64,13,130.737871,81.99,False,219622,A,5.765,73.92,2012-08-03
10,7765.27,48280.91,3.512,13485.99,98.64,13,130.737871,81.99,False,219622,A,5.765,73.92,2012-08-03
11,7765.27,48280.91,3.512,13485.99,98.64,13,130.737871,81.99,False,219622,A,5.765,73.92,2012-08-03
12,7765.27,48280.91,3.512,13485.99,98.64,13,130.737871,81.99,False,219622,A,5.765,73.92,2012-08-03
