Dept,MarkDown1,MarkDown3,Fuel_Price,MarkDown2,CPI,Temperature,Unemployment,Date,MarkDown4,MarkDown5,IsHoliday,Type,Size,Store
22,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
23,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
24,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
25,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
26,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
27,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
28,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
29,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
30,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
31,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
32,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
33,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
34,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
35,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
36,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
38,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
40,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
41,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
42,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
44,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
46,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
49,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
50,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
51,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
52,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
54,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
55,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
56,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
58,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
59,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
60,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
67,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
71,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
72,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
74,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
79,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
80,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
81,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
82,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
83,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
85,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
87,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
90,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
91,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
92,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
93,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
94,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
95,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
97,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
98,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
99,,,3.842,,185.6719333,69.32,8.521,2011-06-17,,,False,A,200898,14
1,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
2,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
3,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
4,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
5,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
6,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
7,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
8,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
9,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
10,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
11,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
12,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
13,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
14,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
16,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
17,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
18,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
19,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
20,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
21,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
22,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
23,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
24,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
25,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
26,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
27,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
28,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
29,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
30,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
31,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
32,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
33,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
34,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
35,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
36,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
38,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
40,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
41,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
42,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
44,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
46,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
49,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
50,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
51,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
52,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
54,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
55,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
56,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
58,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
59,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
60,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
67,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
71,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
72,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
74,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
79,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
80,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
81,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
82,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
83,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
85,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
87,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
90,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
91,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
92,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
93,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
94,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
95,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
97,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
98,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
99,,,3.804,,185.7919609,74.85,8.521,2011-06-24,,,False,A,200898,14
1,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
2,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
3,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
4,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
5,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
6,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
7,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
8,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
9,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
10,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
11,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
12,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
13,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
14,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
16,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
17,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
18,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
19,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
20,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
21,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
22,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
23,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
24,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
25,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
26,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
27,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
28,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
29,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
30,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
31,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
32,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
33,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
34,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
35,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
36,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
38,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
40,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
41,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
42,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
44,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
46,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
49,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
50,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
51,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
52,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
54,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
55,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
56,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
58,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
59,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
60,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
67,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
71,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
72,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
74,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
79,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
80,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
81,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
82,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
83,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
85,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
87,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
90,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
91,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
92,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
93,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
94,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
95,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
97,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
98,,,3.748,,185.9119885,74.04,8.625,2011-07-01,,,False,A,200898,14
1,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
2,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
3,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
4,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
5,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
6,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
7,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
8,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
9,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
10,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
11,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
12,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
13,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
14,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
16,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
17,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
19,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
20,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
21,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
22,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
23,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
24,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
25,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
26,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
27,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
28,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
29,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
30,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
31,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
32,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
33,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
34,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
35,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
36,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
38,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
40,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
41,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
42,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
44,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
46,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
49,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
50,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
51,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
52,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
54,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
55,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
56,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
58,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
59,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
60,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
67,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
71,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
72,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
74,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
79,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
80,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
81,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
82,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
83,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
85,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
87,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
90,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
91,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
92,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
93,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
94,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
95,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
97,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
98,,,3.711,,186.032016,77.49,8.625,2011-07-08,,,False,A,200898,14
1,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
2,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
3,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
4,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
5,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
6,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
7,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
8,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
9,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
10,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
11,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
12,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
13,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
14,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
16,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
17,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
19,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
20,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
21,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
22,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
23,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
24,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
25,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
26,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
27,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
28,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
29,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
30,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
31,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
32,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
33,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
34,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
35,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
36,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
38,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
40,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
41,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
42,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
44,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
46,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
49,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
50,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
51,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
52,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
54,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
55,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
56,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
58,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
59,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
60,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
67,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
71,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
72,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
74,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
79,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
80,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
81,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
82,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
83,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
85,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
87,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
90,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
91,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
92,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
93,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
94,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
95,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
97,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
98,,,3.76,,186.1399808,78.47,8.625,2011-07-15,,,False,A,200898,14
1,,,3.811,,186.2177885,82.33,8.625,2011-07-22,,,False,A,200898,14
2,,,3.811,,186.2177885,82.33,8.625,2011-07-22,,,False,A,200898,14
3,,,3.811,,186.2177885,82.33,8.625,2011-07-22,,,False,A,200898,14
4,,,3.811,,186.2177885,82.33,8.625,2011-07-22,,,False,A,200898,14
5,,,3.811,,186.2177885,82.33,8.625,2011-07-22,,,False,A,200898,14
6,,,3.811,,186.2177885,82.33,8.625,2011-07-22,,,False,A,200898,14
7,,,3.811,,186.2177885,82.33,8.625,2011-07-22,,,False,A,200898,14
8,,,3.811,,186.2177885,82.33,8.625,2011-07-22,,,False,A,200898,14
9,,,3.811,,186.2177885,82.33,8.625,2011-07-22,,,False,A,200898,14
10,,,3.811,,186.2177885,82.33,8.625,2011-07-22,,,False,A,200898,14
11,,,3.811,,186.2177885,82.33,8.625,2011-07-22,,,False,A,200898,14
