Store,Dept,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday,Size
14,24,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,25,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,26,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,27,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,28,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,29,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,30,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,31,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,32,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,33,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,34,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,35,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,36,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,38,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,40,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,41,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,42,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,44,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,46,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,49,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,50,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,52,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,54,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,55,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,56,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,58,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,59,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,60,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,67,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,71,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,72,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,74,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,79,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,80,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,81,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,82,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,83,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,85,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,87,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,90,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,91,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,92,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,93,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,94,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,95,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,97,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,98,2010-11-19,50.02,3.0,,,,,,182.8989385,8.724,False,200898
14,1,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,2,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,3,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,4,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,5,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,6,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,7,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,8,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,9,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,10,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,11,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,12,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,13,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,14,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,16,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,17,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,18,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,19,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,20,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,21,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,22,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,23,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,24,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,25,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,26,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,27,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,28,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,29,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,30,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,31,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,32,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,33,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,34,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,35,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,36,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,38,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,40,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,41,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,42,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,44,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,46,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,49,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,50,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,52,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,54,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,55,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,56,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,58,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,59,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,60,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,67,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,71,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,72,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,74,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,79,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,80,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,81,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,82,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,83,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,85,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,87,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,90,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,91,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,92,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,93,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,94,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,95,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,97,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,98,2010-11-26,46.15,3.039,,,,,,182.7832769,8.724,True,200898
14,1,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,2,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,3,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,4,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,5,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,6,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,7,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,8,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,9,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,10,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,11,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,12,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,13,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,14,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,16,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,17,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,18,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,19,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,20,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,21,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,22,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,23,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,24,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,25,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,26,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,27,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,28,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,29,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,30,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,31,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,32,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,33,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,34,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,35,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,36,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,38,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,40,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,41,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,42,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,44,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,46,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,49,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,50,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,51,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,52,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,54,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,55,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,56,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,58,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,59,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,60,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,67,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,71,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,72,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,74,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,79,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,80,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,81,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,82,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,83,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,85,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,87,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,90,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,91,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,92,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,93,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,94,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,95,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,97,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,98,2010-12-03,40.93,3.046,,,,,,182.6676154,8.724,False,200898
14,1,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,2,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,3,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,4,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,5,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,6,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,7,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,8,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,9,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,10,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,11,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,12,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,13,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,14,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,16,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,17,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,18,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,19,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,20,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,21,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,22,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,23,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,24,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,25,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,26,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,27,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,28,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,29,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,30,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,31,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,32,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,33,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,34,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,35,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,36,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,38,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,40,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,41,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,42,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,44,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,46,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,49,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,50,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,51,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,52,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,54,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,55,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,56,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,58,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,59,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,60,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,67,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,71,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,72,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,74,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,79,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,80,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,81,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,82,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,83,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,85,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,87,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,90,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,91,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,92,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,93,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,94,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,95,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,97,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,98,2010-12-10,30.54,3.109,,,,,,182.5519538,8.724,False,200898
14,1,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,2,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,3,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,4,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,5,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,6,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,7,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,8,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,9,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,10,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,11,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,12,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,13,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,14,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,16,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,17,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,18,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,19,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,20,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,21,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,22,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,23,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,24,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,25,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,26,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,27,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,28,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,29,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,30,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,31,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,32,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,33,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,34,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,35,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,36,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,38,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,40,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,41,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,42,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,44,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,46,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,49,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,50,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,51,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,52,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,54,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,55,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,56,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,58,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,59,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,60,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,67,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,71,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,72,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,74,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,79,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,80,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,81,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,82,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,83,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,85,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,87,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,90,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,91,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,92,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,93,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,94,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,95,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,97,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,98,2010-12-17,30.51,3.14,,,,,,182.517732,8.724,False,200898
14,1,2010-12-24,30.59,3.141,,,,,,182.54459,8.724,False,200898
14,2,2010-12-24,30.59,3.141,,,,,,182.54459,8.724,False,200898
14,3,2010-12-24,30.59,3.141,,,,,,182.54459,8.724,False,200898
14,4,2010-12-24,30.59,3.141,,,,,,182.54459,8.724,False,200898
14,5,2010-12-24,30.59,3.141,,,,,,182.54459,8.724,False,200898
14,6,2010-12-24,30.59,3.141,,,,,,182.54459,8.724,False,200898
14,7,2010-12-24,30.59,3.141,,,,,,182.54459,8.724,False,200898
14,8,2010-12-24,30.59,3.141,,,,,,182.54459,8.724,False,200898
14,9,2010-12-24,30.59,3.141,,,,,,182.54459,8.724,False,200898
14,10,2010-12-24,30.59,3.141,,,,,,182.54459,8.724,False,200898
14,11,2010-12-24,30.59,3.141,,,,,,182.54459,8.724,False,200898
14,12,2010-12-24,30.59,3.141,,,,,,182.54459,8.724,False,200898
14,13,2010-12-24,30.59,3.141,,,,,,182.54459,8.724,False,200898
14,14,2010-12-24,30.59,3.141,,,,,,182.54459,8.724,False,200898
14,16,2010-12-24,30.59,3.141,,,,,,182.54459,8.724,False,200898
14,17,2010-12-24,30.59,3.141,,,,,,182.54459,8.724,False,200898
14,18,2010-12-24,30.59,3.141,,,,,,182.54459,8.724,False,200898
14,19,2010-12-24,30.59,3.141,,,,,,182.54459,8.724,False,200898
14,20,2010-12-24,30.59,3.141,,,,,,182.54459,8.724,False,200898
14,21,2010-12-24,30.59,3.141,,,,,,182.54459,8.724,False,200898
14,22,2010-12-24,30.59,3.141,,,,,,182.54459,8.724,False,200898
14,23,2010-12-24,30.59,3.141,,,,,,182.54459,8.724,False,200898
14,24,2010-12-24,30.59,3.141,,,,,,182.54459,8.724,False,200898
14,25,2010-12-24,30.59,3.141,,,,,,182.54459,8.724,False,200898
14,26,2010-12-24,30.59,3.141,,,,,,182.54459,8.724,False,200898
14,27,2010-12-24,30.59,3.141,,,,,,182.54459,8.724,False,200898
14,28,2010-12-24,30.59,3.141,,,,,,182.54459,8.724,False,200898
14,29,2010-12-24,30.59,3.141,,,,,,182.54459,8.724,False,200898
14,30,2010-12-24,30.59,3.141,,,,,,182.54459,8.724,False,200898
14,31,2010-12-24,30.59,3.141,,,,,,182.54459,8.724,False,200898
14,32,2010-12-24,30.59,3.141,,,,,,182.54459,8.724,False,200898
14,33,2010-12-24,30.59,3.141,,,,,,182.54459,8.724,False,200898
14,34,2010-12-24,30.59,3.141,,,,,,182.54459,8.724,False,200898
