MarkDown5,Dept,CPI,Size,MarkDown1,MarkDown3,IsHoliday,Temperature,Unemployment,Type,Store,MarkDown4,MarkDown2,Date,Fuel_Price
,91,190.3284922,57197,,,False,65.66,6.868,B,16,,,2010-08-27,2.731
,92,190.3284922,57197,,,False,65.66,6.868,B,16,,,2010-08-27,2.731
,94,190.3284922,57197,,,False,65.66,6.868,B,16,,,2010-08-27,2.731
,95,190.3284922,57197,,,False,65.66,6.868,B,16,,,2010-08-27,2.731
,96,190.3284922,57197,,,False,65.66,6.868,B,16,,,2010-08-27,2.731
,97,190.3284922,57197,,,False,65.66,6.868,B,16,,,2010-08-27,2.731
,1,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,2,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,3,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,4,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,5,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,6,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,7,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,8,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,9,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,10,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,11,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,12,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,13,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,14,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,16,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,17,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,18,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,19,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,20,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,21,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,22,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,23,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,24,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,25,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,26,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,27,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,28,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,29,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,30,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,31,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,32,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,33,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,34,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,35,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,36,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,38,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,40,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,41,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,42,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,44,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,45,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,46,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,51,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,52,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,54,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,55,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,56,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,58,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,59,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,67,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,71,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,72,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,74,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,79,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,80,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,81,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,82,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,85,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,87,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,90,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,91,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,92,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,94,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,95,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,96,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,97,190.3621607,57197,,,False,58.02,6.868,B,16,,,2010-09-03,2.773
,1,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,2,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,3,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,4,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,5,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,6,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,7,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,8,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,9,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,10,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,11,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,12,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,13,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,14,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,16,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,17,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,18,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,19,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,20,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,21,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,22,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,23,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,24,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,25,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,26,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,27,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,28,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,29,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,30,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,31,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,32,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,33,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,34,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,35,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,36,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,38,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,40,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,41,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,42,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,44,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,46,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,51,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,52,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,54,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,55,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,56,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,58,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,59,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,67,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,71,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,72,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,74,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,79,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,80,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,81,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,82,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,85,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,87,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,90,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,91,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,92,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,94,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,95,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,96,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,97,190.3958293,57197,,,True,57.24,6.868,B,16,,,2010-09-10,2.78
,1,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,2,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,3,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,4,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,5,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,6,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,7,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,8,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,9,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,10,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,11,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,12,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,13,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,14,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,16,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,17,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,18,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,19,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,20,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,21,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,22,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,23,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,24,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,25,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,26,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,27,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,28,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,29,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,30,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,31,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,32,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,33,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,34,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,35,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,36,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,38,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,40,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,41,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,42,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,44,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,45,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,46,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,51,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,52,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,54,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,55,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,56,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,59,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,67,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,71,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,72,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,74,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,79,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,80,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,81,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,82,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,85,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,87,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,90,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,91,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,92,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,94,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,95,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,96,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,97,190.4688287,57197,,,False,56.55,6.868,B,16,,,2010-09-17,2.8
,1,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,2,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,3,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,4,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,5,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,6,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,7,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,8,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,9,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,10,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,11,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,12,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,13,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,14,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,16,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,17,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,18,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,19,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,20,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,21,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,22,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,23,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,24,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,25,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,26,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,27,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,28,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,29,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,30,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,31,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,32,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,33,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,34,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,35,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,36,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,38,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,40,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,41,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,42,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,44,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,45,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,46,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,51,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,52,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,54,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,55,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,56,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,59,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,67,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,71,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,72,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,74,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,79,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,80,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,81,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,82,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,85,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,87,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,90,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,91,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,92,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,94,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,95,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,96,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,97,190.5713264,57197,,,False,58.19,6.868,B,16,,,2010-09-24,2.793
,1,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,2,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,3,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,4,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,5,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,6,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,7,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,8,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,9,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,10,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,11,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,12,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,13,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,14,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,16,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,17,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,18,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,19,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,20,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,21,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,22,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,23,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,24,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,25,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,26,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,27,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,28,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,29,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,30,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,31,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,32,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,33,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,34,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,35,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,36,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,38,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,40,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,41,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,42,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,44,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,46,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,51,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,52,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,54,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,55,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,56,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,59,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,67,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,71,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,72,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,74,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,79,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,80,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,81,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,82,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,85,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,87,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,90,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,91,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,92,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,94,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,95,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,96,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,97,190.6738241,57197,,,False,59.39,6.986,B,16,,,2010-10-01,2.759
,1,190.7763218,57197,,,False,54.29,6.986,B,16,,,2010-10-08,2.745
,2,190.7763218,57197,,,False,54.29,6.986,B,16,,,2010-10-08,2.745
,3,190.7763218,57197,,,False,54.29,6.986,B,16,,,2010-10-08,2.745
,4,190.7763218,57197,,,False,54.29,6.986,B,16,,,2010-10-08,2.745
,5,190.7763218,57197,,,False,54.29,6.986,B,16,,,2010-10-08,2.745
,6,190.7763218,57197,,,False,54.29,6.986,B,16,,,2010-10-08,2.745
,7,190.7763218,57197,,,False,54.29,6.986,B,16,,,2010-10-08,2.745
,8,190.7763218,57197,,,False,54.29,6.986,B,16,,,2010-10-08,2.745
