MarkDown1,MarkDown4,Type,IsHoliday,MarkDown2,Temperature,Dept,MarkDown5,Date,MarkDown3,Store,CPI,Unemployment,Size,Fuel_Price
,,B,False,,40.26,5,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,6,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,7,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,8,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,9,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,10,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,11,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,12,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,13,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,14,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,16,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,17,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,19,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,20,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,21,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,22,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,23,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,24,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,25,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,26,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,27,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,28,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,29,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,30,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,31,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,32,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,33,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,34,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,35,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,36,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,38,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,40,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,42,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,44,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,45,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,46,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,48,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,51,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,52,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,54,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,55,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,56,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,58,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,59,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,60,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,67,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,71,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,72,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,74,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,79,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,80,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,81,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,82,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,83,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,85,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,87,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,90,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,91,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,92,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,93,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,95,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,40.26,97,,2010-05-07,,17,126.2898,6.635,93188,2.948
,,B,False,,47.28,1,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,2,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,3,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,4,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,5,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,6,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,7,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,8,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,9,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,10,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,11,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,12,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,13,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,14,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,16,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,17,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,19,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,20,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,21,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,22,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,23,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,24,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,25,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,26,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,27,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,28,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,29,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,30,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,31,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,32,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,33,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,34,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,35,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,36,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,38,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,40,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,41,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,42,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,44,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,45,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,46,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,48,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,51,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,52,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,54,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,55,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,56,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,58,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,59,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,60,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,67,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,71,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,72,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,74,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,79,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,80,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,81,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,82,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,83,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,85,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,87,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,90,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,91,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,92,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,93,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,94,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,95,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,47.28,97,,2010-05-14,,17,126.2085484,6.635,93188,2.962
,,B,False,,53.94,1,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,2,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,3,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,4,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,5,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,6,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,7,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,8,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,9,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,10,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,11,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,12,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,13,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,14,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,16,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,17,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,19,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,20,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,21,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,22,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,23,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,24,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,25,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,26,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,27,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,28,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,29,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,30,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,31,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,32,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,33,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,34,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,35,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,36,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,38,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,40,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,41,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,42,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,44,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,45,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,46,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,48,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,49,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,51,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,52,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,54,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,55,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,56,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,58,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,59,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,60,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,67,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,71,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,72,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,74,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,79,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,80,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,81,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,82,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,83,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,85,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,87,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,90,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,91,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,92,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,93,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,95,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,53.94,97,,2010-05-21,,17,126.1843871,6.635,93188,2.95
,,B,False,,48.19,1,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,2,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,3,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,4,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,5,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,6,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,7,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,8,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,9,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,10,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,11,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,12,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,13,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,14,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,16,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,17,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,19,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,20,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,21,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,22,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,23,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,24,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,25,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,26,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,27,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,28,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,29,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,30,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,31,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,32,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,33,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,34,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,35,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,36,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,38,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,40,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,41,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,42,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,44,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,45,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,46,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,48,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,51,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,52,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,54,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,55,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,56,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,58,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,59,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,60,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,67,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,71,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,72,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,74,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,79,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,80,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,81,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,82,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,83,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,85,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,87,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,90,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,91,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,92,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,93,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,95,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,48.19,97,,2010-05-28,,17,126.1602258,6.635,93188,2.908
,,B,False,,53.79,1,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,2,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,3,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,4,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,5,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,6,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,7,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,8,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,9,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,10,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,11,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,12,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,13,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,14,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,16,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,17,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,19,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,20,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,21,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,22,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,23,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,24,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,25,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,26,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,27,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,28,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,29,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,30,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,31,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,32,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,33,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,34,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,35,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,36,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,38,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,40,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,41,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,42,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,44,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,45,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,46,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,48,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,51,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,52,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,54,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,55,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,56,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,58,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,59,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,60,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,67,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,71,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,72,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,74,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,79,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,80,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,81,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,82,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,83,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,85,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,87,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,90,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,91,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,92,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,93,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,95,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,53.79,97,,2010-06-04,,17,126.1360645,6.635,93188,2.871
,,B,False,,57.14,1,,2010-06-11,,17,126.1119032,6.635,93188,2.841
,,B,False,,57.14,2,,2010-06-11,,17,126.1119032,6.635,93188,2.841
,,B,False,,57.14,3,,2010-06-11,,17,126.1119032,6.635,93188,2.841
,,B,False,,57.14,4,,2010-06-11,,17,126.1119032,6.635,93188,2.841
,,B,False,,57.14,5,,2010-06-11,,17,126.1119032,6.635,93188,2.841
,,B,False,,57.14,6,,2010-06-11,,17,126.1119032,6.635,93188,2.841
,,B,False,,57.14,7,,2010-06-11,,17,126.1119032,6.635,93188,2.841
,,B,False,,57.14,8,,2010-06-11,,17,126.1119032,6.635,93188,2.841
,,B,False,,57.14,9,,2010-06-11,,17,126.1119032,6.635,93188,2.841
