MarkDown4,Temperature,MarkDown2,Store,Dept,Unemployment,MarkDown5,CPI,Size,IsHoliday,Fuel_Price,MarkDown3,Type,MarkDown1,Date
,86.97,,5,30,6.529,,215.985753,34875,False,3.651,,B,,2011-07-22
,86.97,,5,31,6.529,,215.985753,34875,False,3.651,,B,,2011-07-22
,86.97,,5,32,6.529,,215.985753,34875,False,3.651,,B,,2011-07-22
,86.97,,5,33,6.529,,215.985753,34875,False,3.651,,B,,2011-07-22
,86.97,,5,34,6.529,,215.985753,34875,False,3.651,,B,,2011-07-22
,86.97,,5,35,6.529,,215.985753,34875,False,3.651,,B,,2011-07-22
,86.97,,5,36,6.529,,215.985753,34875,False,3.651,,B,,2011-07-22
,86.97,,5,38,6.529,,215.985753,34875,False,3.651,,B,,2011-07-22
,86.97,,5,40,6.529,,215.985753,34875,False,3.651,,B,,2011-07-22
,86.97,,5,41,6.529,,215.985753,34875,False,3.651,,B,,2011-07-22
,86.97,,5,42,6.529,,215.985753,34875,False,3.651,,B,,2011-07-22
,86.97,,5,44,6.529,,215.985753,34875,False,3.651,,B,,2011-07-22
,86.97,,5,45,6.529,,215.985753,34875,False,3.651,,B,,2011-07-22
,86.97,,5,46,6.529,,215.985753,34875,False,3.651,,B,,2011-07-22
,86.97,,5,47,6.529,,215.985753,34875,False,3.651,,B,,2011-07-22
,86.97,,5,52,6.529,,215.985753,34875,False,3.651,,B,,2011-07-22
,86.97,,5,55,6.529,,215.985753,34875,False,3.651,,B,,2011-07-22
,86.97,,5,56,6.529,,215.985753,34875,False,3.651,,B,,2011-07-22
,86.97,,5,58,6.529,,215.985753,34875,False,3.651,,B,,2011-07-22
,86.97,,5,59,6.529,,215.985753,34875,False,3.651,,B,,2011-07-22
,86.97,,5,60,6.529,,215.985753,34875,False,3.651,,B,,2011-07-22
,86.97,,5,67,6.529,,215.985753,34875,False,3.651,,B,,2011-07-22
,86.97,,5,71,6.529,,215.985753,34875,False,3.651,,B,,2011-07-22
,86.97,,5,72,6.529,,215.985753,34875,False,3.651,,B,,2011-07-22
,86.97,,5,74,6.529,,215.985753,34875,False,3.651,,B,,2011-07-22
,86.97,,5,79,6.529,,215.985753,34875,False,3.651,,B,,2011-07-22
,86.97,,5,81,6.529,,215.985753,34875,False,3.651,,B,,2011-07-22
,86.97,,5,82,6.529,,215.985753,34875,False,3.651,,B,,2011-07-22
,86.97,,5,85,6.529,,215.985753,34875,False,3.651,,B,,2011-07-22
,86.97,,5,87,6.529,,215.985753,34875,False,3.651,,B,,2011-07-22
,86.97,,5,90,6.529,,215.985753,34875,False,3.651,,B,,2011-07-22
,86.97,,5,91,6.529,,215.985753,34875,False,3.651,,B,,2011-07-22
,86.97,,5,92,6.529,,215.985753,34875,False,3.651,,B,,2011-07-22
,86.97,,5,95,6.529,,215.985753,34875,False,3.651,,B,,2011-07-22
,86.97,,5,96,6.529,,215.985753,34875,False,3.651,,B,,2011-07-22
,86.97,,5,97,6.529,,215.985753,34875,False,3.651,,B,,2011-07-22
,89.42,,5,1,6.529,,216.0464364,34875,False,3.682,,B,,2011-07-29
,89.42,,5,2,6.529,,216.0464364,34875,False,3.682,,B,,2011-07-29
,89.42,,5,3,6.529,,216.0464364,34875,False,3.682,,B,,2011-07-29
,89.42,,5,4,6.529,,216.0464364,34875,False,3.682,,B,,2011-07-29
,89.42,,5,5,6.529,,216.0464364,34875,False,3.682,,B,,2011-07-29
,89.42,,5,6,6.529,,216.0464364,34875,False,3.682,,B,,2011-07-29
,89.42,,5,7,6.529,,216.0464364,34875,False,3.682,,B,,2011-07-29
,89.42,,5,8,6.529,,216.0464364,34875,False,3.682,,B,,2011-07-29
,89.42,,5,9,6.529,,216.0464364,34875,False,3.682,,B,,2011-07-29
,89.42,,5,10,6.529,,216.0464364,34875,False,3.682,,B,,2011-07-29
,89.42,,5,11,6.529,,216.0464364,34875,False,3.682,,B,,2011-07-29
,89.42,,5,12,6.529,,216.0464364,34875,False,3.682,,B,,2011-07-29
,89.42,,5,13,6.529,,216.0464364,34875,False,3.682,,B,,2011-07-29
,89.42,,5,14,6.529,,216.0464364,34875,False,3.682,,B,,2011-07-29
,89.42,,5,16,6.529,,216.0464364,34875,False,3.682,,B,,2011-07-29
,89.42,,5,17,6.529,,216.0464364,34875,False,3.682,,B,,2011-07-29
,89.42,,5,20,6.529,,216.0464364,34875,False,3.682,,B,,2011-07-29
,89.42,,5,21,6.529,,216.0464364,34875,False,3.682,,B,,2011-07-29
,89.42,,5,22,6.529,,216.0464364,34875,False,3.682,,B,,2011-07-29
,89.42,,5,23,6.529,,216.0464364,34875,False,3.682,,B,,2011-07-29
,89.42,,5,24,6.529,,216.0464364,34875,False,3.682,,B,,2011-07-29
,89.42,,5,25,6.529,,216.0464364,34875,False,3.682,,B,,2011-07-29
,89.42,,5,26,6.529,,216.0464364,34875,False,3.682,,B,,2011-07-29
,89.42,,5,27,6.529,,216.0464364,34875,False,3.682,,B,,2011-07-29
,89.42,,5,28,6.529,,216.0464364,34875,False,3.682,,B,,2011-07-29
,89.42,,5,29,6.529,,216.0464364,34875,False,3.682,,B,,2011-07-29
,89.42,,5,30,6.529,,216.0464364,34875,False,3.682,,B,,2011-07-29
,89.42,,5,31,6.529,,216.0464364,34875,False,3.682,,B,,2011-07-29
,89.42,,5,32,6.529,,216.0464364,34875,False,3.682,,B,,2011-07-29
,89.42,,5,33,6.529,,216.0464364,34875,False,3.682,,B,,2011-07-29
,89.42,,5,34,6.529,,216.0464364,34875,False,3.682,,B,,2011-07-29
,89.42,,5,35,6.529,,216.0464364,34875,False,3.682,,B,,2011-07-29
,89.42,,5,36,6.529,,216.0464364,34875,False,3.682,,B,,2011-07-29
,89.42,,5,38,6.529,,216.0464364,34875,False,3.682,,B,,2011-07-29
,89.42,,5,40,6.529,,216.0464364,34875,False,3.682,,B,,2011-07-29
,89.42,,5,41,6.529,,216.0464364,34875,False,3.682,,B,,2011-07-29
,89.42,,5,42,6.529,,216.0464364,34875,False,3.682,,B,,2011-07-29
,89.42,,5,44,6.529,,216.0464364,34875,False,3.682,,B,,2011-07-29
,89.42,,5,46,6.529,,216.0464364,34875,False,3.682,,B,,2011-07-29
,89.42,,5,47,6.529,,216.0464364,34875,False,3.682,,B,,2011-07-29
,89.42,,5,52,6.529,,216.0464364,34875,False,3.682,,B,,2011-07-29
,89.42,,5,54,6.529,,216.0464364,34875,False,3.682,,B,,2011-07-29
,89.42,,5,55,6.529,,216.0464364,34875,False,3.682,,B,,2011-07-29
,89.42,,5,56,6.529,,216.0464364,34875,False,3.682,,B,,2011-07-29
,89.42,,5,58,6.529,,216.0464364,34875,False,3.682,,B,,2011-07-29
,89.42,,5,59,6.529,,216.0464364,34875,False,3.682,,B,,2011-07-29
,89.42,,5,60,6.529,,216.0464364,34875,False,3.682,,B,,2011-07-29
,89.42,,5,67,6.529,,216.0464364,34875,False,3.682,,B,,2011-07-29
,89.42,,5,71,6.529,,216.0464364,34875,False,3.682,,B,,2011-07-29
,89.42,,5,72,6.529,,216.0464364,34875,False,3.682,,B,,2011-07-29
,89.42,,5,74,6.529,,216.0464364,34875,False,3.682,,B,,2011-07-29
,89.42,,5,79,6.529,,216.0464364,34875,False,3.682,,B,,2011-07-29
,89.42,,5,81,6.529,,216.0464364,34875,False,3.682,,B,,2011-07-29
,89.42,,5,82,6.529,,216.0464364,34875,False,3.682,,B,,2011-07-29
,89.42,,5,85,6.529,,216.0464364,34875,False,3.682,,B,,2011-07-29
,89.42,,5,87,6.529,,216.0464364,34875,False,3.682,,B,,2011-07-29
,89.42,,5,90,6.529,,216.0464364,34875,False,3.682,,B,,2011-07-29
,89.42,,5,91,6.529,,216.0464364,34875,False,3.682,,B,,2011-07-29
,89.42,,5,92,6.529,,216.0464364,34875,False,3.682,,B,,2011-07-29
,89.42,,5,95,6.529,,216.0464364,34875,False,3.682,,B,,2011-07-29
,89.42,,5,96,6.529,,216.0464364,34875,False,3.682,,B,,2011-07-29
,89.42,,5,97,6.529,,216.0464364,34875,False,3.682,,B,,2011-07-29
,91.07,,5,1,6.529,,216.1071198,34875,False,3.684,,B,,2011-08-05
,91.07,,5,2,6.529,,216.1071198,34875,False,3.684,,B,,2011-08-05
,91.07,,5,3,6.529,,216.1071198,34875,False,3.684,,B,,2011-08-05
,91.07,,5,4,6.529,,216.1071198,34875,False,3.684,,B,,2011-08-05
,91.07,,5,5,6.529,,216.1071198,34875,False,3.684,,B,,2011-08-05
,91.07,,5,6,6.529,,216.1071198,34875,False,3.684,,B,,2011-08-05
,91.07,,5,7,6.529,,216.1071198,34875,False,3.684,,B,,2011-08-05
,91.07,,5,8,6.529,,216.1071198,34875,False,3.684,,B,,2011-08-05
,91.07,,5,9,6.529,,216.1071198,34875,False,3.684,,B,,2011-08-05
,91.07,,5,10,6.529,,216.1071198,34875,False,3.684,,B,,2011-08-05
,91.07,,5,11,6.529,,216.1071198,34875,False,3.684,,B,,2011-08-05
,91.07,,5,12,6.529,,216.1071198,34875,False,3.684,,B,,2011-08-05
,91.07,,5,13,6.529,,216.1071198,34875,False,3.684,,B,,2011-08-05
,91.07,,5,14,6.529,,216.1071198,34875,False,3.684,,B,,2011-08-05
,91.07,,5,16,6.529,,216.1071198,34875,False,3.684,,B,,2011-08-05
,91.07,,5,17,6.529,,216.1071198,34875,False,3.684,,B,,2011-08-05
,91.07,,5,20,6.529,,216.1071198,34875,False,3.684,,B,,2011-08-05
,91.07,,5,21,6.529,,216.1071198,34875,False,3.684,,B,,2011-08-05
,91.07,,5,22,6.529,,216.1071198,34875,False,3.684,,B,,2011-08-05
,91.07,,5,23,6.529,,216.1071198,34875,False,3.684,,B,,2011-08-05
,91.07,,5,24,6.529,,216.1071198,34875,False,3.684,,B,,2011-08-05
,91.07,,5,25,6.529,,216.1071198,34875,False,3.684,,B,,2011-08-05
,91.07,,5,26,6.529,,216.1071198,34875,False,3.684,,B,,2011-08-05
,91.07,,5,27,6.529,,216.1071198,34875,False,3.684,,B,,2011-08-05
,91.07,,5,28,6.529,,216.1071198,34875,False,3.684,,B,,2011-08-05
,91.07,,5,29,6.529,,216.1071198,34875,False,3.684,,B,,2011-08-05
,91.07,,5,30,6.529,,216.1071198,34875,False,3.684,,B,,2011-08-05
,91.07,,5,31,6.529,,216.1071198,34875,False,3.684,,B,,2011-08-05
,91.07,,5,32,6.529,,216.1071198,34875,False,3.684,,B,,2011-08-05
,91.07,,5,33,6.529,,216.1071198,34875,False,3.684,,B,,2011-08-05
,91.07,,5,34,6.529,,216.1071198,34875,False,3.684,,B,,2011-08-05
,91.07,,5,35,6.529,,216.1071198,34875,False,3.684,,B,,2011-08-05
,91.07,,5,36,6.529,,216.1071198,34875,False,3.684,,B,,2011-08-05
,91.07,,5,38,6.529,,216.1071198,34875,False,3.684,,B,,2011-08-05
,91.07,,5,40,6.529,,216.1071198,34875,False,3.684,,B,,2011-08-05
,91.07,,5,41,6.529,,216.1071198,34875,False,3.684,,B,,2011-08-05
,91.07,,5,42,6.529,,216.1071198,34875,False,3.684,,B,,2011-08-05
,91.07,,5,44,6.529,,216.1071198,34875,False,3.684,,B,,2011-08-05
,91.07,,5,46,6.529,,216.1071198,34875,False,3.684,,B,,2011-08-05
,91.07,,5,47,6.529,,216.1071198,34875,False,3.684,,B,,2011-08-05
,91.07,,5,52,6.529,,216.1071198,34875,False,3.684,,B,,2011-08-05
,91.07,,5,54,6.529,,216.1071198,34875,False,3.684,,B,,2011-08-05
,91.07,,5,55,6.529,,216.1071198,34875,False,3.684,,B,,2011-08-05
,91.07,,5,56,6.529,,216.1071198,34875,False,3.684,,B,,2011-08-05
,91.07,,5,58,6.529,,216.1071198,34875,False,3.684,,B,,2011-08-05
,91.07,,5,59,6.529,,216.1071198,34875,False,3.684,,B,,2011-08-05
,91.07,,5,60,6.529,,216.1071198,34875,False,3.684,,B,,2011-08-05
,91.07,,5,67,6.529,,216.1071198,34875,False,3.684,,B,,2011-08-05
,91.07,,5,71,6.529,,216.1071198,34875,False,3.684,,B,,2011-08-05
,91.07,,5,72,6.529,,216.1071198,34875,False,3.684,,B,,2011-08-05
,91.07,,5,74,6.529,,216.1071198,34875,False,3.684,,B,,2011-08-05
,91.07,,5,79,6.529,,216.1071198,34875,False,3.684,,B,,2011-08-05
,91.07,,5,81,6.529,,216.1071198,34875,False,3.684,,B,,2011-08-05
,91.07,,5,82,6.529,,216.1071198,34875,False,3.684,,B,,2011-08-05
,91.07,,5,85,6.529,,216.1071198,34875,False,3.684,,B,,2011-08-05
,91.07,,5,87,6.529,,216.1071198,34875,False,3.684,,B,,2011-08-05
,91.07,,5,90,6.529,,216.1071198,34875,False,3.684,,B,,2011-08-05
,91.07,,5,91,6.529,,216.1071198,34875,False,3.684,,B,,2011-08-05
,91.07,,5,92,6.529,,216.1071198,34875,False,3.684,,B,,2011-08-05
,91.07,,5,95,6.529,,216.1071198,34875,False,3.684,,B,,2011-08-05
,91.07,,5,96,6.529,,216.1071198,34875,False,3.684,,B,,2011-08-05
,91.07,,5,97,6.529,,216.1071198,34875,False,3.684,,B,,2011-08-05
,90.16,,5,1,6.529,,216.1678032,34875,False,3.638,,B,,2011-08-12
,90.16,,5,2,6.529,,216.1678032,34875,False,3.638,,B,,2011-08-12
,90.16,,5,3,6.529,,216.1678032,34875,False,3.638,,B,,2011-08-12
,90.16,,5,4,6.529,,216.1678032,34875,False,3.638,,B,,2011-08-12
,90.16,,5,5,6.529,,216.1678032,34875,False,3.638,,B,,2011-08-12
,90.16,,5,6,6.529,,216.1678032,34875,False,3.638,,B,,2011-08-12
,90.16,,5,7,6.529,,216.1678032,34875,False,3.638,,B,,2011-08-12
,90.16,,5,8,6.529,,216.1678032,34875,False,3.638,,B,,2011-08-12
,90.16,,5,9,6.529,,216.1678032,34875,False,3.638,,B,,2011-08-12
,90.16,,5,10,6.529,,216.1678032,34875,False,3.638,,B,,2011-08-12
,90.16,,5,11,6.529,,216.1678032,34875,False,3.638,,B,,2011-08-12
,90.16,,5,12,6.529,,216.1678032,34875,False,3.638,,B,,2011-08-12
,90.16,,5,13,6.529,,216.1678032,34875,False,3.638,,B,,2011-08-12
,90.16,,5,14,6.529,,216.1678032,34875,False,3.638,,B,,2011-08-12
,90.16,,5,16,6.529,,216.1678032,34875,False,3.638,,B,,2011-08-12
,90.16,,5,17,6.529,,216.1678032,34875,False,3.638,,B,,2011-08-12
,90.16,,5,19,6.529,,216.1678032,34875,False,3.638,,B,,2011-08-12
,90.16,,5,20,6.529,,216.1678032,34875,False,3.638,,B,,2011-08-12
,90.16,,5,21,6.529,,216.1678032,34875,False,3.638,,B,,2011-08-12
,90.16,,5,22,6.529,,216.1678032,34875,False,3.638,,B,,2011-08-12
,90.16,,5,23,6.529,,216.1678032,34875,False,3.638,,B,,2011-08-12
,90.16,,5,24,6.529,,216.1678032,34875,False,3.638,,B,,2011-08-12
,90.16,,5,25,6.529,,216.1678032,34875,False,3.638,,B,,2011-08-12
,90.16,,5,26,6.529,,216.1678032,34875,False,3.638,,B,,2011-08-12
,90.16,,5,27,6.529,,216.1678032,34875,False,3.638,,B,,2011-08-12
,90.16,,5,28,6.529,,216.1678032,34875,False,3.638,,B,,2011-08-12
,90.16,,5,29,6.529,,216.1678032,34875,False,3.638,,B,,2011-08-12
,90.16,,5,30,6.529,,216.1678032,34875,False,3.638,,B,,2011-08-12
,90.16,,5,31,6.529,,216.1678032,34875,False,3.638,,B,,2011-08-12
,90.16,,5,32,6.529,,216.1678032,34875,False,3.638,,B,,2011-08-12
,90.16,,5,33,6.529,,216.1678032,34875,False,3.638,,B,,2011-08-12
,90.16,,5,34,6.529,,216.1678032,34875,False,3.638,,B,,2011-08-12
,90.16,,5,35,6.529,,216.1678032,34875,False,3.638,,B,,2011-08-12
,90.16,,5,36,6.529,,216.1678032,34875,False,3.638,,B,,2011-08-12
,90.16,,5,38,6.529,,216.1678032,34875,False,3.638,,B,,2011-08-12
,90.16,,5,40,6.529,,216.1678032,34875,False,3.638,,B,,2011-08-12
,90.16,,5,41,6.529,,216.1678032,34875,False,3.638,,B,,2011-08-12
,90.16,,5,42,6.529,,216.1678032,34875,False,3.638,,B,,2011-08-12
,90.16,,5,44,6.529,,216.1678032,34875,False,3.638,,B,,2011-08-12
,90.16,,5,46,6.529,,216.1678032,34875,False,3.638,,B,,2011-08-12
,90.16,,5,47,6.529,,216.1678032,34875,False,3.638,,B,,2011-08-12
,90.16,,5,52,6.529,,216.1678032,34875,False,3.638,,B,,2011-08-12
,90.16,,5,55,6.529,,216.1678032,34875,False,3.638,,B,,2011-08-12
,90.16,,5,56,6.529,,216.1678032,34875,False,3.638,,B,,2011-08-12
,90.16,,5,58,6.529,,216.1678032,34875,False,3.638,,B,,2011-08-12
,90.16,,5,60,6.529,,216.1678032,34875,False,3.638,,B,,2011-08-12
,90.16,,5,67,6.529,,216.1678032,34875,False,3.638,,B,,2011-08-12
,90.16,,5,71,6.529,,216.1678032,34875,False,3.638,,B,,2011-08-12
,90.16,,5,72,6.529,,216.1678032,34875,False,3.638,,B,,2011-08-12
,90.16,,5,74,6.529,,216.1678032,34875,False,3.638,,B,,2011-08-12
,90.16,,5,79,6.529,,216.1678032,34875,False,3.638,,B,,2011-08-12
,90.16,,5,80,6.529,,216.1678032,34875,False,3.638,,B,,2011-08-12
,90.16,,5,81,6.529,,216.1678032,34875,False,3.638,,B,,2011-08-12
,90.16,,5,82,6.529,,216.1678032,34875,False,3.638,,B,,2011-08-12
,90.16,,5,85,6.529,,216.1678032,34875,False,3.638,,B,,2011-08-12
,90.16,,5,87,6.529,,216.1678032,34875,False,3.638,,B,,2011-08-12
,90.16,,5,90,6.529,,216.1678032,34875,False,3.638,,B,,2011-08-12
,90.16,,5,91,6.529,,216.1678032,34875,False,3.638,,B,,2011-08-12
,90.16,,5,92,6.529,,216.1678032,34875,False,3.638,,B,,2011-08-12
,90.16,,5,95,6.529,,216.1678032,34875,False,3.638,,B,,2011-08-12
,90.16,,5,96,6.529,,216.1678032,34875,False,3.638,,B,,2011-08-12
,90.16,,5,97,6.529,,216.1678032,34875,False,3.638,,B,,2011-08-12
,89.35,,5,1,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.35,,5,2,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.35,,5,3,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.35,,5,4,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.35,,5,5,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.35,,5,6,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.35,,5,7,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.35,,5,8,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.35,,5,9,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.35,,5,10,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.35,,5,11,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.35,,5,12,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.35,,5,13,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.35,,5,14,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.35,,5,16,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.35,,5,17,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.35,,5,18,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.35,,5,20,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.35,,5,21,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.35,,5,22,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.35,,5,23,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.35,,5,24,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.35,,5,25,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.35,,5,26,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.35,,5,27,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.35,,5,28,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.35,,5,29,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.35,,5,30,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.35,,5,31,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.35,,5,32,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.35,,5,33,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.35,,5,34,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.35,,5,35,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.35,,5,36,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.35,,5,38,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.35,,5,40,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.35,,5,41,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.35,,5,42,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.35,,5,44,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.35,,5,45,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.35,,5,46,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.35,,5,52,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.35,,5,54,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.35,,5,55,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.35,,5,56,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.35,,5,58,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.35,,5,59,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.35,,5,60,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.35,,5,67,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.35,,5,71,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.35,,5,72,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.35,,5,74,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.35,,5,79,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.35,,5,81,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.35,,5,82,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.35,,5,85,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.35,,5,87,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.35,,5,90,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.35,,5,91,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.35,,5,92,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.35,,5,95,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.35,,5,96,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.35,,5,97,6.529,,216.2311855,34875,False,3.554,,B,,2011-08-19
,89.18,,5,1,6.529,,216.2950176,34875,False,3.523,,B,,2011-08-26
,89.18,,5,2,6.529,,216.2950176,34875,False,3.523,,B,,2011-08-26
,89.18,,5,3,6.529,,216.2950176,34875,False,3.523,,B,,2011-08-26
,89.18,,5,4,6.529,,216.2950176,34875,False,3.523,,B,,2011-08-26
,89.18,,5,5,6.529,,216.2950176,34875,False,3.523,,B,,2011-08-26
,89.18,,5,6,6.529,,216.2950176,34875,False,3.523,,B,,2011-08-26
,89.18,,5,7,6.529,,216.2950176,34875,False,3.523,,B,,2011-08-26
,89.18,,5,8,6.529,,216.2950176,34875,False,3.523,,B,,2011-08-26
,89.18,,5,9,6.529,,216.2950176,34875,False,3.523,,B,,2011-08-26
,89.18,,5,10,6.529,,216.2950176,34875,False,3.523,,B,,2011-08-26
,89.18,,5,11,6.529,,216.2950176,34875,False,3.523,,B,,2011-08-26
,89.18,,5,12,6.529,,216.2950176,34875,False,3.523,,B,,2011-08-26
,89.18,,5,13,6.529,,216.2950176,34875,False,3.523,,B,,2011-08-26
,89.18,,5,14,6.529,,216.2950176,34875,False,3.523,,B,,2011-08-26
,89.18,,5,16,6.529,,216.2950176,34875,False,3.523,,B,,2011-08-26
,89.18,,5,17,6.529,,216.2950176,34875,False,3.523,,B,,2011-08-26
,89.18,,5,20,6.529,,216.2950176,34875,False,3.523,,B,,2011-08-26
,89.18,,5,21,6.529,,216.2950176,34875,False,3.523,,B,,2011-08-26
,89.18,,5,22,6.529,,216.2950176,34875,False,3.523,,B,,2011-08-26
,89.18,,5,23,6.529,,216.2950176,34875,False,3.523,,B,,2011-08-26
,89.18,,5,24,6.529,,216.2950176,34875,False,3.523,,B,,2011-08-26
,89.18,,5,25,6.529,,216.2950176,34875,False,3.523,,B,,2011-08-26
,89.18,,5,26,6.529,,216.2950176,34875,False,3.523,,B,,2011-08-26
,89.18,,5,27,6.529,,216.2950176,34875,False,3.523,,B,,2011-08-26
,89.18,,5,28,6.529,,216.2950176,34875,False,3.523,,B,,2011-08-26
,89.18,,5,29,6.529,,216.2950176,34875,False,3.523,,B,,2011-08-26
,89.18,,5,30,6.529,,216.2950176,34875,False,3.523,,B,,2011-08-26
,89.18,,5,31,6.529,,216.2950176,34875,False,3.523,,B,,2011-08-26
,89.18,,5,32,6.529,,216.2950176,34875,False,3.523,,B,,2011-08-26
,89.18,,5,33,6.529,,216.2950176,34875,False,3.523,,B,,2011-08-26
,89.18,,5,34,6.529,,216.2950176,34875,False,3.523,,B,,2011-08-26
,89.18,,5,35,6.529,,216.2950176,34875,False,3.523,,B,,2011-08-26
,89.18,,5,36,6.529,,216.2950176,34875,False,3.523,,B,,2011-08-26
,89.18,,5,38,6.529,,216.2950176,34875,False,3.523,,B,,2011-08-26
,89.18,,5,40,6.529,,216.2950176,34875,False,3.523,,B,,2011-08-26
,89.18,,5,41,6.529,,216.2950176,34875,False,3.523,,B,,2011-08-26
,89.18,,5,42,6.529,,216.2950176,34875,False,3.523,,B,,2011-08-26
,89.18,,5,44,6.529,,216.2950176,34875,False,3.523,,B,,2011-08-26
,89.18,,5,45,6.529,,216.2950176,34875,False,3.523,,B,,2011-08-26
,89.18,,5,46,6.529,,216.2950176,34875,False,3.523,,B,,2011-08-26
,89.18,,5,52,6.529,,216.2950176,34875,False,3.523,,B,,2011-08-26
,89.18,,5,54,6.529,,216.2950176,34875,False,3.523,,B,,2011-08-26
,89.18,,5,55,6.529,,216.2950176,34875,False,3.523,,B,,2011-08-26
,89.18,,5,56,6.529,,216.2950176,34875,False,3.523,,B,,2011-08-26
,89.18,,5,58,6.529,,216.2950176,34875,False,3.523,,B,,2011-08-26
,89.18,,5,59,6.529,,216.2950176,34875,False,3.523,,B,,2011-08-26
,89.18,,5,60,6.529,,216.2950176,34875,False,3.523,,B,,2011-08-26
,89.18,,5,67,6.529,,216.2950176,34875,False,3.523,,B,,2011-08-26
,89.18,,5,71,6.529,,216.2950176,34875,False,3.523,,B,,2011-08-26
,89.18,,5,72,6.529,,216.2950176,34875,False,3.523,,B,,2011-08-26
,89.18,,5,74,6.529,,216.2950176,34875,False,3.523,,B,,2011-08-26
,89.18,,5,79,6.529,,216.2950176,34875,False,3.523,,B,,2011-08-26
,89.18,,5,81,6.529,,216.2950176,34875,False,3.523,,B,,2011-08-26
,89.18,,5,82,6.529,,216.2950176,34875,False,3.523,,B,,2011-08-26
,89.18,,5,85,6.529,,216.2950176,34875,False,3.523,,B,,2011-08-26
